ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000090520,DNAJB11,Protein folding,Expressed in all,,Expressed in all,,119.11,125.7,134.46,89.46,166.55,101.93,90.76,104.75,102.97,101.44,121.45,92.29,136.55,127.37,105.99,113.85,48.8,33.63,123.53,128.6,138.4,81.87,53.97,70.04,99.57,101.24,101.45,133.66,92.2,118.65,146.25,98.42,21.68,19.77,19.02,13.63,11.18,14.67,14.4,21.6,23.23,26.06,19.35,26.65,18.79,17.28,41.46,31.01,23.08,15.03,25.7,22.97,23.71,8.53,17.19,26.37,33.85,22.47,27.41,44.61,21.65,21.9,51726
ENSG00000125827,TMX4,Protein folding,Expressed in all,,Expressed in all,,34.22,16.88,15.75,28.97,11.15,10.17,28.06,12.66,30.95,13.87,19.98,32.1,21.99,11.35,16.73,13.06,30.49,3.35,8.73,25.04,11.06,17.83,7.75,5.74,11.23,23.29,13.69,12.99,67.33,22.94,12.53,16.19,11.26,11.78,13.24,15.69,14.42,16.72,15.59,13.41,20.06,7.93,4.38,16.84,21.24,7.09,6.17,9.72,16.15,17.66,4.84,27.36,12.2,12.75,6.25,9.93,7.03,12.19,48.59,12.22,17.26,12.35,56255
ENSG00000072849,DERL2,ERAD,Expressed in all,,Expressed in all,,14.69,15.13,18.34,5.53,9.97,11.77,12.12,13.33,15.38,8.79,17.04,6.69,10.58,6.27,10.15,16.33,10.7,5.68,12.58,14.05,11.23,15.45,2.41,7.46,12.59,10.76,9.2,9.16,24.82,27.41,13.66,21.05,7.14,9.93,5.58,6.06,5.67,6.64,4.13,8.64,8.6,6.92,5.96,8.64,3.57,7.16,9.51,7.52,7.6,8.52,9.71,8.86,9.58,3.09,6.31,8.11,10.23,7.43,17.88,10.62,7.67,6.93,51009
ENSG00000080824,HSP90AA1,Protein folding,Expressed in all,,Expressed in all,,292.57,216.58,182.86,422.36,188.29,114.38,177.21,143.02,442.78,179.94,272.26,179.92,266.84,118.69,177.75,212.96,184.37,38.09,296.5,261.79,205.57,136.94,85.67,122.18,147.07,200.79,125.83,144.54,429.92,153.38,245.36,220.62,203.6,424.86,162.67,199.99,121,537.73,434.32,180.52,168.02,167.59,154.29,179.69,228.52,153.99,172.11,251.65,172.45,186.7,115.04,285.01,180.49,157.19,136.32,161.76,173.69,172.62,454.43,193.85,171.67,179.82,3320
ENSG00000180879,SSR4,Translocation,Expressed in all,,Expressed in all,,173.71,180.25,244.87,58.57,237.89,231.05,97.26,118.96,170.73,85.23,167.97,96.8,63.77,70.32,112.63,240.21,84.01,640.27,117.74,181.74,199.81,433.32,19.37,79.15,178.34,90.69,193.74,379.02,83.65,183.21,236.3,287.84,19.86,41.81,26.16,23.95,22.68,13.44,13.26,28.65,36.18,41.61,24.69,30.74,17.68,21.78,37.42,34.28,22.81,24.42,75.87,98.08,43.01,7.13,24.3,38.51,60.88,41.86,30.91,29.81,30.12,35.94,6748
ENSG00000131446,MGAT1,Golgi glycosylation,Expressed in all,,Expressed in all,,30.9,55.07,32.8,14.74,40.72,37.69,27.22,38.11,34.24,67.1,41.56,22.45,17.81,24.94,61.34,58.02,30.37,17.01,67.14,31.16,26.11,30.36,10.36,25.5,41.16,36.5,80.51,38.24,22.7,44.17,36.58,52.13,50.49,24.42,29.89,32.78,59.68,14.23,11.61,35.9,33.51,26.7,33.58,39.36,19.83,22.17,30.9,50.12,34.53,32.49,26.67,31.4,37.45,12.29,29.83,36.06,66.36,28.33,22.24,44.83,31.77,31.26,4245
ENSG00000011454,RABGAP1,Trafficking regulation,Expressed in all,,Expressed in all,,12.8,15.08,3.46,26.96,15.14,8.75,25.86,23.52,21.33,15.66,17.49,13.62,13.82,4.21,15.91,16.35,19.17,3.27,15.55,25.39,18.59,11,8.57,14.62,8.69,26.33,14.94,11.15,22.78,32.48,15.5,20.54,14.33,9.56,26.91,22.27,2.34,14.49,16.65,16.75,16.96,15.43,13.68,16.32,8.14,7.46,3.32,11.8,18.09,14.08,6.16,12.5,17.21,10.35,15.3,13.39,10.46,14.57,18.58,23.31,18.54,14.79,2844
ENSG00000138190,EXOC6,Trafficking regulation,Expressed in all,,Expressed in all,,14.74,9.89,6.51,8.83,14.58,7.72,10.64,24.95,26.5,7.46,58.92,16.55,9.85,8.2,10.24,29.06,3.32,3.33,22.92,16.53,27.09,2.52,10.29,15.46,14.77,15.47,6.95,5.71,18.02,90.99,17.59,30.99,2.85,5.59,2.16,2.84,5.45,3.45,2.53,2.99,1.85,2.53,1.02,1.88,1.55,1.37,1.83,4.32,2.6,1.51,2,2.99,2.61,3.91,1.63,3.08,3.83,2.02,4.35,7.01,2.29,1.39,54536
ENSG00000102189,EEA1,Trafficking regulation,Expressed in all,,Mixed,,6.05,6.61,1.9,6.35,6.41,5.01,8.36,10.6,5.01,8.18,7.24,4.17,4.91,3.89,6.67,4.73,7.46,1.44,7.11,6.57,5.84,3.28,2.18,7.14,5.35,7.17,5.6,5.09,5.25,6.96,4.8,7.97,5.13,2.77,4.45,5.07,0.37,1.94,0.98,3.83,4.2,2.13,4.51,2.95,1.84,1.11,0.93,2.9,3.48,3.07,1.19,1.5,2.23,4.22,3.77,1.83,0.95,1.85,2.77,2.66,3.65,4.47,8411
ENSG00000175582,RAB6A,Post-Golgi trafficking,Expressed in all,,Expressed in all,,55.76,42.49,18.21,120.73,49.29,48.58,55.42,71.16,47.41,44.05,48.74,46.49,50.51,30.31,56.42,36.04,44.01,8.79,59.96,54.81,51.86,21.36,24.83,40.47,57.73,56.54,40.39,35.06,32.02,78.57,45.04,66.38,39.67,33.89,47.19,36.65,14.7,63.35,74.4,35.53,40.24,28.74,46.18,33.63,24.78,23.01,24.79,38.92,47.58,28.95,14.91,25.89,33.15,24.74,34.14,28.1,21.96,22.69,18.27,37.73,34.89,41.44,5870
ENSG00000072864,NDE1,Trafficking regulation,Expressed in all,,Expressed in all,,5.25,14.74,16.02,6.78,8.6,7.4,11.51,16.41,9.7,6.6,9.99,5.25,2.88,1.94,6.97,19.21,4.93,0.77,10.18,8.01,8.72,3.11,1.15,14.94,6.58,12.77,12.37,5.88,10.61,4.41,23.61,14.07,2.55,1.71,3.31,4.98,6.49,0.67,2.37,3.56,3.39,2.98,3.62,3.42,1.56,1.23,0.71,3.11,3.59,2.08,0.61,0.89,3.89,1.1,6.81,4.21,3.22,2.72,5.66,1.85,3.88,5.02,54820
ENSG00000065000,AP3D1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,19.36,23.23,10.5,24.48,19.68,19.59,15.86,17.95,22.73,17.34,17.56,14.91,15.98,6.43,20.71,20.75,16.94,11.08,24.68,18.07,11.68,17.41,10.6,13.34,20.45,16.55,25.99,21.81,32.63,28.2,15.25,20.07,24.93,38.28,26.42,32.36,12.39,42.91,25,28.86,30.52,32.75,28.75,30.71,24.38,33.52,28.11,33.04,25.86,28.68,31.65,70.97,38.06,23.94,26.02,32.97,37.67,30.71,55.35,38.79,33.57,27.4,8943
ENSG00000107560,RAB11FIP2,Trafficking regulation,Expressed in all,,Expressed in all,,6.17,6.59,7.16,11.8,3.96,2.95,19.04,5.45,12.91,6.59,8.52,3.36,9.68,2.15,7.27,6.29,8.7,1.31,5.93,9.33,4.29,2.42,0.94,4.43,3.54,17.61,5.54,8.12,8.55,10.7,4.94,8.63,5.97,3.87,7.11,7.39,0.96,7.8,6.29,5.99,10.13,3.33,2.55,10.24,2.76,4.57,1.61,5.72,7.14,6.45,2.71,3.9,7.31,2.47,3.91,4.86,3.77,9.5,5.65,7.2,13.88,5.95,22841
ENSG00000162298,SYVN1,ERAD,Expressed in all,,Expressed in all,,23.19,33.24,15.62,13.7,20.65,18.64,20.51,15.98,26.84,19.31,19.8,9.86,11.88,23.3,21.72,52.07,24.08,15.38,21.79,22.17,24.74,28.21,5.99,13.99,18.65,22.34,29.98,23.57,20.89,45.65,70.4,27.48,19.33,26.83,18.6,18.47,7.94,17.47,9.05,22.56,26.15,23.8,16.24,26.35,10.23,12.84,38.8,21.79,22.11,26.52,37.71,31.02,24.37,12.02,17.62,32.82,38.97,25.08,22.61,32.34,24.12,21.31,84447
ENSG00000160087,UBE2J2,ERAD,Expressed in all,,Expressed in all,,14.17,18.37,10.77,12.16,17.63,15.78,16.14,14.54,17.79,18.33,14.82,9.9,11.95,6.14,15.41,20.07,14.44,5.47,17.97,13.82,12.84,12.83,9.3,16.53,17.17,16.03,22.04,17.15,63.16,15.73,17.9,18.44,9.94,12.43,9.01,9.88,8.36,12.66,7.55,10.78,11.61,12.92,12.49,13.09,7,12.38,8.49,10.97,10,11.39,8.03,15.68,14.06,7.56,12.74,13.03,17.78,12.03,44.91,12.31,12.92,10.47,118424
ENSG00000214022,REPIN1,Trafficking regulation,Expressed in all,,Expressed in all,,23.18,19.44,23.13,14.63,34.48,27.97,14.18,10.78,24.33,17.61,14.32,16.63,14.25,8.49,17.22,27.75,17.36,8.03,11.97,21.14,22.77,18.61,32.54,14.38,27.38,12.8,33.44,23.06,7.91,17.58,20.04,16.13,18.47,49.73,17.34,31.31,10.17,33.5,21.47,28.15,20.56,56.13,19.41,26.02,24.26,31.19,30,21.88,20.79,26.39,26.68,59.46,37.57,39.69,19.39,41.01,43.11,32.33,17.39,31.79,26.03,18.36,29803
ENSG00000181029,TRAPPC5,COPII,Expressed in all,,Tissue enriched,testis,25.69,15.56,31.94,18.82,19.93,26.66,11.65,14.4,13.59,17.84,14.11,15.75,11.72,7.02,9.13,17.38,15.33,7.93,18.98,19.01,4.59,21.02,24.97,15.45,18.89,7.16,29.06,24.06,37.33,11.99,8.28,9.75,0.57,1.22,0.6,1.25,2.62,0.65,1.01,0.62,1.32,0.94,1.13,1.02,0.67,1.04,0.68,0.76,0.49,1.84,0.51,1.1,1.07,0.46,0.68,1.06,2.45,0.84,25.3,0.54,1.43,1.07,126003
ENSG00000148384,INPP5E,Trafficking regulation,Expressed in all,,Expressed in all,,4.2,4.4,2.55,4.19,2.66,3.28,4.92,3.17,8.53,5.22,4.3,3.07,2.19,0.74,5.39,5.62,5.63,1.21,4.05,3.4,1.92,3.12,1.5,5.72,3.73,3.4,9.14,3.4,7.4,3.89,3.26,3.67,9.5,9.08,7.26,10.05,1.75,16.44,7.93,11.09,13.55,8.87,7.84,14.77,6.05,11.15,5.21,9.8,13.35,15.5,5.7,16.44,12.77,3.48,8.93,12.21,20.68,7.34,25.85,14.22,15.73,13.16,56623
ENSG00000135823,STX6,Post-Golgi trafficking,Expressed in all,,Expressed in all,,6.17,10.24,1.48,15.28,6.76,5.56,7.71,12.89,7.78,6.98,6.98,2.73,6.26,1.87,8.95,9.22,6.84,0.85,9.24,6.45,6.84,3.24,1.01,9.2,5.97,7.4,7.49,6.13,5.74,10.69,11.79,12.31,6.66,4.36,5.82,7.05,6.14,14.36,8.43,6.93,6.63,4.08,10.29,5.28,2.48,4.22,1.88,8.14,10.01,5.84,1.74,3.93,6.91,1.7,9.04,4.84,5.99,3.4,5.03,7.78,5.64,9.13,10228
ENSG00000155660,PDIA4,Protein folding,Expressed in all,,Expressed in all,,20.7,75.54,17.94,13.36,67.59,51.2,52.92,25.45,79.93,36.22,50.16,14.25,23.51,65.32,39.55,46.63,37.41,11.12,82.19,58.73,67.57,25.38,2.3,20.24,47.89,56.75,45.44,74.38,30.38,224.18,57.23,66.36,25.76,27.8,25.74,26.25,13.46,8.73,10.93,29.61,46.01,52.45,25.3,44.36,16.94,30.02,131.13,49.31,26.65,35.37,51.37,33.68,49.48,3.58,19.53,42.97,55.75,38.59,23.47,122.16,38.11,37.93,9601
ENSG00000119523,ALG2,Dolichol pathway,Expressed in all,,Expressed in all,,26.81,16.03,10.48,7.21,18.01,14.74,18.63,10.81,26.95,11.89,22.59,5.93,23.44,15.14,17.16,15.24,21.32,7.89,19.64,26.38,20.79,15.59,2.03,10.51,14.14,18.24,12.22,15.38,17.51,35.46,20.04,22.36,7.96,20.44,6.19,8.63,2.62,8.8,5.62,9.83,11.06,10.66,7.83,13.1,5.45,9.92,14.31,12.68,7.79,12.78,16.9,17.57,14.21,4.95,6.76,10.47,11.24,10.89,11.72,12.9,10.84,8.43,85365
ENSG00000051108,HERPUD1,ERAD,Expressed in all,,Expressed in all,,82.49,78.17,50.68,20.98,91.85,67.57,57.19,39.2,82.63,48.56,69.75,44.98,137.55,71.53,52.06,79.97,137.19,76.58,60.05,222.25,108.74,74.96,24.07,21.8,57.41,59.39,64.15,87.85,23.5,193.51,192.55,93.34,53.52,90.61,47.21,44.54,33.47,32.97,31.71,68.26,47.29,71.11,28.38,56.48,41.29,55.26,85.76,82.19,79.4,111.49,139.28,61.09,137.79,38.71,43.54,68.41,94.61,88.91,24.35,104.58,42.87,39.99,9709
ENSG00000197562,RAB40C,Post-Golgi trafficking,Expressed in all,,Expressed in all,,3.09,3.03,3.11,11.16,7.03,9.51,4.31,8.38,6.83,4.8,4.39,3.52,3.7,1.45,8.03,3.33,5.8,8.54,7.71,5.17,3.36,7.12,3.02,16.21,9.89,3.45,4.8,10.21,5.87,4.98,2.12,6.57,7.21,6.04,10.56,14.01,6.38,22.67,13.31,11.25,9.71,14.7,12.6,9.88,5.42,9.99,6.36,12.46,10.4,10.47,17.14,22.63,17.48,5.72,40.18,11.11,8.58,12.83,14.81,9.54,9.67,11.93,57799
ENSG00000196459,TRAPPC2,COPII,Expressed in all,,Expressed in all,,3.62,5.41,3.3,6.53,4.7,4.09,8.21,4.05,6.06,2.86,4.49,2.16,4.95,2.4,5.57,9.84,6.75,1.25,3.99,5.5,4.9,3.02,0.95,5.05,3.68,7.05,7.03,5.28,2.03,5.65,9.22,5.03,3.61,3.55,4.27,5.32,3.14,12.63,6.74,6.52,6.17,5.2,4.19,6.15,1.92,3.77,2.81,5.04,4.75,7.44,3.19,5.98,6.44,1.37,4.78,5.89,6.7,5.49,2.56,6.24,7.47,6.56,6399
ENSG00000128272,ATF4,UPR,Expressed in all,,Expressed in all,,176.34,156.45,413.76,88.06,164.98,145.13,195.49,157.58,152.69,209.92,219.03,89.36,106.46,110.59,170.17,169.01,168.77,117.11,191.85,191.45,165.72,204.02,182.39,121.05,122.35,263.94,113.71,182.1,90.47,204.56,212.16,243.21,231.02,155.01,227.03,188.95,60.56,120.61,86.03,204.37,145.28,174.44,137.68,173.82,93.09,126.06,120.09,186.89,193.61,148.15,156.56,168.28,232.84,161.37,152.33,174.9,157.97,219.19,95.17,147.49,185.31,162.84,468
ENSG00000074695,LMAN1,COPII,Expressed in all,,Expressed in all,,33.83,32.76,10.01,12.38,26.03,31.69,39.63,22.61,44.7,23.37,27.75,19.75,42.41,58.07,26.41,21.41,32.06,9.6,37.75,46.63,29.28,28.68,7.75,12.93,34.9,27.99,18.91,34.25,19.95,71.46,25.76,33.93,18.68,22.25,15.24,16.15,2.8,13.85,7.6,23.3,25.93,13.39,15.67,21.93,15.09,11.52,43.13,23.75,18.32,21.44,23.85,30.41,20.74,12.21,10.97,15.47,14.35,19.34,11.09,26.25,20.04,22.39,3998
ENSG00000132432,SEC61G,Translocation,Expressed in all,,Expressed in all,,119.85,128.21,85.23,52.73,142.61,88.06,104.1,90.13,109.39,95.06,99.71,91.81,92.34,74.14,80.27,105.45,71.28,31.63,92.04,152.09,148.45,77.29,33.89,57.71,94.9,122.07,69.7,99.93,109.32,148.12,130.84,102.28,34.51,46.59,43.6,26.68,15.27,18.68,24.87,35.37,43.28,42.44,39.48,42.89,34.94,37.63,41.05,43.45,32.4,31.45,50.31,94.38,46.18,17.76,28.13,36.14,40.96,36.14,44.92,43.07,38.4,42.35,23480
ENSG00000100360,IFT27,Trafficking regulation,Expressed in all,,Expressed in all,,11.82,6.02,4.82,10.45,8.57,7.24,10,7.92,37.78,7.21,9.55,9.34,10.33,4.23,9.5,7.88,9.53,3.62,7.68,12.74,8.54,7.45,3.7,6.24,8.27,7.61,7.11,9.72,12.57,15.84,7.74,9.86,4.14,8.67,3.87,6.42,1.87,5.77,8.02,5.79,7.71,6.21,3.4,9.04,4.88,7.13,4.01,5.08,5.11,8.06,3.56,23.96,7.7,1.79,4.75,6.26,6.57,5.82,14.2,8.45,7.2,5.73,11020
ENSG00000137502,RAB30,Post-Golgi trafficking,Expressed in all,,Mixed,,11.56,12.5,6.5,15.08,8.89,12.77,8.55,5.97,6.89,8.88,6.23,5.77,3.33,3.75,5.64,20.23,12.81,1.06,8.37,5.75,10.37,3.44,3.44,5.24,17.04,10.76,9.68,8.37,4.46,7.07,27.35,11.3,2.74,4.27,2.02,2.21,0.4,4.09,3.96,3.58,2.35,1.61,0.87,1.63,1.42,0.65,0.64,1.57,3.42,1.92,0.47,2.29,1.93,2.56,2.23,2.18,1.8,1.26,0.77,1.77,2.05,1.92,27314
ENSG00000128829,EIF2AK4,UPR,Expressed in all,,Expressed in all,,10,9.98,7.83,7.96,11.41,5.77,16.44,9.01,14.87,12.56,10.93,7.45,9.13,7.1,12.13,9.43,12.59,2.92,13.1,17.28,10.98,6.03,2.78,6.83,6.13,13.64,10.14,9.1,8.57,13.11,9.72,13.82,7.72,5.01,5.18,7.06,1.3,5.65,4.93,7.18,6.81,4.92,4.2,6.89,4.08,4.13,3.78,6.24,7.19,6.76,3.01,13.62,6.87,4.62,3.99,4.69,4.58,4.93,3.9,7.58,6.86,5.94,440275
ENSG00000150961,SEC24D,COPII,Expressed in all,,Expressed in all,,11.59,25.67,9.28,6.04,19.97,29.69,25.87,10.35,16.02,13.49,30.92,6.52,5.87,19.31,14.46,15.94,12.17,4.57,27.84,20.15,27.45,8.63,0.65,5.67,32.88,34.74,14.08,22.91,19.69,34.21,18.58,26.19,8.39,6.17,15.27,8.39,4.26,2.78,1.37,10.47,14.76,6.93,4.36,12.81,4.31,3.02,14.47,12.27,7.88,7.1,9.37,14.21,8.65,1.4,4.43,10.39,8.53,7.63,10.73,12.21,12.5,11.43,9871
ENSG00000070718,AP3M2,Post-Golgi trafficking,Expressed in all,,Expressed in all,,8.65,6.55,4.23,23.35,4.43,4.37,8.79,5.18,16.57,4.63,7.92,7.43,8.38,1.31,8.13,8.43,7.79,1.11,12.19,8.01,6.03,2.5,2.37,6.59,3.88,8.03,7.04,4.08,22.36,11.05,7.82,8.47,4.21,4.4,4.47,5.16,1.44,12.76,11.35,5.16,4.56,3.33,2.82,4.66,3.15,4.47,1.22,6.51,6.25,4.18,1.72,7.97,5.61,1.85,3.76,4.07,4.47,2.99,13.69,5.86,5.41,4.5,10947
ENSG00000118640,VAMP8,Post-Golgi trafficking,Expressed in all,,Expressed in all,,24.64,102.54,123.02,9.67,158.95,134.54,23.75,149.43,136.4,45.06,93.97,10,166.39,71.15,155.21,140.4,7.24,26.33,166.34,101.21,205.47,130.37,5.84,108.3,154.17,46.74,102.92,123.1,21.2,84.23,209.22,109.77,21.18,16.24,10.28,50.39,45.77,1.78,6.3,51.55,16.86,89.78,120.43,21.49,5.81,130.16,47.94,101.74,12.35,4.67,55.59,19.68,60.03,3.89,94.78,70.67,113.85,66.36,15.46,66.22,8.04,64.02,8673
ENSG00000197442,MAP3K5,UPR,Expressed in all,,Expressed in all,,77.03,10.78,6.33,16.7,7.39,5.5,10.44,8.29,8.39,9.24,7.4,5.16,7.78,3.47,9.3,10.39,41.6,6.92,4.66,15.88,8.08,1.97,1.16,5.5,5.87,4.33,9.02,10.08,12.86,11.95,10.29,17.77,9.85,70.51,15.8,14.26,9.79,16.87,12.65,8.42,7.27,5.04,6.7,11.82,5.46,5.61,3.74,10.21,6.96,42.68,10.7,12.76,14.57,3.1,6.19,7.1,8.73,8.36,8.86,10.77,8.15,7.31,4217
ENSG00000136111,TBC1D4,Trafficking regulation,Expressed in all,,Expressed in all,,54.84,14.35,1.49,4.66,7.17,3.34,7.57,6.84,10.03,10.27,13.75,16.3,18.6,4.24,9.42,28.85,35.32,3.13,13.79,10.53,8.63,13.31,21.58,15.24,5.49,7.96,16.38,7.35,5.48,20.19,26.7,9.93,11.36,53.23,3.2,6.14,1.25,4.77,4.81,15.62,8.05,6.29,6.09,8.77,16.72,9.93,3.33,7.19,6.99,26.38,5.22,4.19,9.89,28.96,13.26,9,13.01,7.56,4.05,19.41,6.54,8.05,9882
ENSG00000182287,AP1S2,Post-Golgi trafficking,Expressed in all,,Expressed in all,,15.07,29.59,18.36,18.92,12.46,7.8,40.6,16.47,11.13,17.09,16.06,50.49,8.31,4.95,18.66,23.69,5.83,1.5,22.68,10.66,15.22,2.36,33.52,8.52,9.45,52.25,26.46,6.28,20.45,9.22,19.73,20.18,6.84,2.59,6.52,5.01,5.58,8.33,10.49,4.89,9.88,5.78,2.37,5.5,13.66,3.05,1.13,6.23,17.1,2.72,1.81,8.66,4.77,11.97,2.71,7.95,9.11,6.2,8.47,6.02,15.75,4.89,8905
ENSG00000103365,GGA2,Post-Golgi trafficking,Expressed in all,,Expressed in all,,23.69,28.83,19.96,7.78,10.83,7.81,15.11,9.19,15.86,8.74,13.87,8.85,20.35,4.98,28.7,63.77,29.41,7.1,13.93,17.66,14.04,18.57,6.05,15.44,9.86,13.12,31.58,12.73,9.73,30.7,75.73,17.56,12.95,28.81,9.86,15.88,8.47,31.7,8.95,23.21,19.21,13.26,12.27,16.16,9.25,19.62,7.98,27.29,12.64,31.21,25.92,30.52,28.44,10.48,14.74,28.39,40.49,19.11,16.19,39.89,17.93,19.86,23062
ENSG00000157869,RAB28,Post-Golgi trafficking,Expressed in all,,Expressed in all,,14.71,10.74,8.29,16.4,12.08,6.96,26.48,24.97,44.78,19.8,18.85,30.04,22.28,9.09,32.25,12.67,20.12,1.96,11.6,21.18,17.47,5.19,2.03,8.55,8.38,29.02,11.96,7.46,55.38,42.78,26.49,41.22,8.99,7.4,8.09,7.38,1.97,11.03,11.51,10.52,10.15,7.42,5.62,11.29,7.56,6.15,3.02,9.07,13.4,11.41,3.74,16.87,9.13,2.53,6.55,7.25,8.47,7.08,20.31,11.63,10.63,9.81,9364
ENSG00000144036,EXOC6B,Post-Golgi trafficking,Expressed in all,,Mixed,,11.11,3.84,0.59,17.09,5.31,5.96,10.39,12.81,8.37,8.62,7.04,28.52,5.77,1.61,6.19,2.89,13.72,1.24,11.8,7.42,5.38,2.72,2.91,20.25,7.72,9.55,4.46,4.91,6.21,10.95,6.07,8.51,4.93,6.74,4.16,5.24,0.38,6.85,7.14,4.57,5.27,2.78,5.66,3.75,10.28,2.13,0.96,3.62,5.11,5.47,1.36,3.03,3.65,2.19,11.03,3.87,1.99,2.87,3.68,3.51,4.82,5.55,23233
ENSG00000166900,STX3,COPI,Expressed in all,,Expressed in all,,16.5,15.96,18.38,4.89,33.3,32.43,15.23,11.8,10.93,7.14,27.55,5.57,36.03,5.51,28.48,5.69,10.23,3.75,26.23,13.43,36.39,5.43,1.85,7.67,24.45,14.78,9.26,29.31,16.96,15.81,7.46,17.09,5.79,7.84,4.34,6.42,23.77,9.98,3.23,7.66,8.63,11.86,5.08,5.05,2.98,13.52,1.72,15.52,5.48,6.65,4.76,8.87,7.8,2.03,5.94,7.58,8.42,8.6,7.28,7.46,8.21,6.92,6809
ENSG00000159063,ALG8,Dolichol pathway,Expressed in all,,Expressed in all,,23.92,14.91,6.99,10.73,16.51,10.67,17.49,9.87,24.7,15.9,14.31,6.89,18.07,18.19,11.39,15.62,17.66,3.74,16.15,18.99,21.04,12.88,1.86,11.92,11.17,16.57,10.83,11.55,47.87,23.05,19.34,17.55,7.17,11.07,4.36,5.47,2.23,5.14,5.45,7.8,6.74,5.53,4.76,6.43,3.5,4.23,6.31,5.99,7.82,7.31,4.1,6.41,6.38,2.03,4.95,4.95,5.76,5.44,18.59,8.63,5.94,5.84,79053
ENSG00000117643,MAN1C1,Golgi glycosylation,Expressed in all,,Expressed in all,,10.67,8.65,0.77,11.49,4.84,3.52,11.33,6.04,10.28,9.3,19.39,5.9,19,9.91,8.61,11.01,15.61,0.8,21.24,15.99,4.1,2.45,1.03,5.19,4.5,18.61,16.86,4.25,4.58,26,8.68,13.04,3.72,4.47,3.06,4.35,0.54,9.2,3.61,2.93,6.94,1.54,1.15,4.89,2.11,7.11,3.21,3.69,3.21,6.57,0.71,8.33,5.27,0.56,2.22,3.07,6.15,2.67,1.44,7.79,5.58,5.58,57134
ENSG00000089597,GANAB,Protein folding,Expressed in all,,Expressed in all,,57.44,78.06,35.51,40.67,76.24,64.31,91.53,51.66,110.96,65.78,71.08,36.52,66.84,57.2,66.98,59.45,92.4,19.8,110.25,68.12,83.04,42.72,10.46,43.58,65.01,99.69,69.26,61.59,66.6,124.04,64.09,73,66.91,75.46,68.21,71.76,29.56,38.94,29.82,77.53,89.79,76.68,50.86,82.06,39.18,58.95,66.73,81.95,75.33,98.94,54.62,71.9,70.4,22.2,56.49,75.55,82.76,69.45,65.94,91.19,89.12,79.15,23193
ENSG00000164144,ARFIP1,Trafficking regulation,Expressed in all,,Expressed in all,,14.48,15.7,1.91,9.12,27.35,20.56,24.09,19.52,22.69,13.4,22.4,6.5,17.18,6.66,17.8,13.91,16.59,2.43,15.18,22.87,27.46,7.82,1.86,14.61,18.64,19.3,15.44,18.73,12.98,23,13.65,25,8.21,6.66,7.71,10.19,2.92,3.77,4.42,10.88,10.29,11.76,8.42,8.2,3.14,6.49,4.11,7.56,10.66,7.12,3.48,7.32,9.71,2.29,7.99,8.03,7.44,7.46,6.05,9.11,8.99,8.95,27236
ENSG00000127328,RAB3IP,Trafficking regulation,Expressed in all,,Enhanced,brain.cerebellum,13.98,5.13,11.14,22.44,13.22,15.61,4.77,6.55,13.62,2.44,11.69,9.48,33.31,6.25,11.58,10.02,2.16,5.8,10.21,17.22,16.4,4.77,0.76,6.51,18.13,3.86,4.9,11.14,69.27,11.25,11.44,8.76,0.47,1.85,0.98,0.92,0.45,17.72,4.45,1.41,0.82,1.87,0.76,0.71,1.41,4.53,0.87,1.76,1.14,0.43,1.96,4.46,1.98,1.02,1.23,1.9,0.98,1.41,7.68,1.54,0.5,0.64,117177
